0 10 10
0.01 10.003 9.998
0.02 10.006 9.996
0.03 10.009 9.99401
0.04 10.012 9.99201
0.05 10.015 9.99002
0.06 10.018 9.98803
0.07 10.021 9.98604
0.08 10.024 9.98405
0.09 10.0271 9.98206
0.1 10.0301 9.98008
0.11 10.0331 9.9781
0.12 10.0361 9.97612
0.13 10.0391 9.97414
0.14 10.0421 9.97216
0.15 10.0451 9.97018
0.16 10.0482 9.9682
0.17 10.0512 9.96623
0.18 10.0542 9.96426
0.19 10.0572 9.96229
0.2 10.0603 9.96032
0.21 10.0633 9.95835
0.22 10.0663 9.95639
0.23 10.0693 9.95442
0.24 10.0724 9.95246
0.25 10.0754 9.9505
0.26 10.0784 9.94854
0.27 10.0815 9.94658
0.28 10.0845 9.94463
0.29 10.0875 9.94267
0.3 10.0906 9.94072
0.31 10.0936 9.93877
0.32 10.0967 9.93682
0.33 10.0997 9.93487
0.34 10.1028 9.93292
0.35 10.1058 9.93098
0.36 10.1088 9.92903
0.37 10.1119 9.92709
0.38 10.1149 9.92515
0.39 10.118 9.92321
0.4 10.121 9.92128
0.41 10.1241 9.91934
0.42 10.1272 9.91741
0.43 10.1302 9.91548
0.44 10.1333 9.91354
0.45 10.1363 9.91162
0.46 10.1394 9.90969
0.47 10.1424 9.90776
0.48 10.1455 9.90584
0.49 10.1486 9.90392
0.5 10.1516 9.90199
0.51 10.1547 9.90007
0.52 10.1578 9.89816
0.53 10.1608 9.89624
0.54 10.1639 9.89433
0.55 10.167 9.89241
0.56 10.17 9.8905
0.57 10.1731 9.88859
0.58 10.1762 9.88668
0.59 10.1793 9.88478
0.6 10.1824 9.88287
0.61 10.1854 9.88097
0.62 10.1885 9.87906
0.63 10.1916 9.87716
0.64 10.1947 9.87526
0.65 10.1978 9.87337
0.66 10.2008 9.87147
0.67 10.2039 9.86958
0.68 10.207 9.86768
0.69 10.2101 9.86579
0.7 10.2132 9.8639
0.71 10.2163 9.86202
0.72 10.2194 9.86013
0.73 10.2225 9.85825
0.74 10.2256 9.85636
0.75 10.2287 9.85448
0.76 10.2318 9.8526
0.77 10.2349 9.85072
0.78 10.238 9.84885
0.79 10.2411 9.84697
0.8 10.2442 9.8451
0.81 10.2473 9.84322
0.82 10.2504 9.84135
0.83 10.2535 9.83949
0.84 10.2566 9.83762
0.85 10.2597 9.83575
0.86 10.2628 9.83389
0.87 10.266 9.83203
0.88 10.2691 9.83016
0.89 10.2722 9.82831
0.9 10.2753 9.82645
0.91 10.2784 9.82459
0.92 10.2815 9.82274
0.93 10.2847 9.82088
0.94 10.2878 9.81903
0.95 10.2909 9.81718
0.96 10.294 9.81533
0.97 10.2972 9.81349
0.98 10.3003 9.81164
0.99 10.3034 9.8098
1 10.3066 9.80796
1.01 10.3097 9.80611
1.02 10.3128 9.80428
1.03 10.316 9.80244
1.04 10.3191 9.8006
1.05 10.3222 9.79877
1.06 10.3254 9.79694
1.07 10.3285 9.7951
1.08 10.3316 9.79327
1.09 10.3348 9.79145
1.1 10.3379 9.78962
1.11 10.3411 9.7878
1.12 10.3442 9.78597
1.13 10.3474 9.78415
1.14 10.3505 9.78233
1.15 10.3537 9.78051
1.16 10.3568 9.7787
1.17 10.36 9.77688
1.18 10.3631 9.77507
1.19 10.3663 9.77325
1.2 10.3694 9.77144
1.21 10.3726 9.76963
1.22 10.3758 9.76783
1.23 10.3789 9.76602
1.24 10.3821 9.76422
1.25 10.3853 9.76241
1.26 10.3884 9.76061
1.27 10.3916 9.75881
1.28 10.3948 9.75701
1.29 10.3979 9.75522
1.3 10.4011 9.75342
1.31 10.4043 9.75163
1.32 10.4074 9.74984
1.33 10.4106 9.74805
1.34 10.4138 9.74626
1.35 10.417 9.74447
1.36 10.4202 9.74269
1.37 10.4233 9.7409
1.38 10.4265 9.73912
1.39 10.4297 9.73734
1.4 10.4329 9.73556
1.41 10.4361 9.73378
1.42 10.4393 9.73201
1.43 10.4424 9.73023
1.44 10.4456 9.72846
1.45 10.4488 9.72669
1.46 10.452 9.72492
1.47 10.4552 9.72315
1.48 10.4584 9.72138
1.49 10.4616 9.71962
1.5 10.4648 9.71785
1.51 10.468 9.71609
1.52 10.4712 9.71433
1.53 10.4744 9.71257
1.54 10.4776 9.71081
1.55 10.4808 9.70906
1.56 10.484 9.7073
1.57 10.4872 9.70555
1.58 10.4904 9.7038
1.59 10.4936 9.70205
1.6 10.4969 9.7003
1.61 10.5001 9.69855
1.62 10.5033 9.69681
1.63 10.5065 9.69507
1.64 10.5097 9.69332
1.65 10.5129 9.69158
1.66 10.5161 9.68985
1.67 10.5194 9.68811
1.68 10.5226 9.68637
1.69 10.5258 9.68464
1.7 10.529 9.68291
1.71 10.5323 9.68118
1.72 10.5355 9.67945
1.73 10.5387 9.67772
1.74 10.542 9.67599
1.75 10.5452 9.67427
1.76 10.5484 9.67254
1.77 10.5517 9.67082
1.78 10.5549 9.6691
1.79 10.5581 9.66738
1.8 10.5614 9.66567
1.81 10.5646 9.66395
1.82 10.5678 9.66224
1.83 10.5711 9.66053
1.84 10.5743 9.65882
1.85 10.5776 9.65711
1.86 10.5808 9.6554
1.87 10.5841 9.65369
1.88 10.5873 9.65199
1.89 10.5906 9.65029
1.9 10.5938 9.64858
1.91 10.5971 9.64688
1.92 10.6003 9.64519
1.93 10.6036 9.64349
1.94 10.6068 9.64179
1.95 10.6101 9.6401
1.96 10.6134 9.63841
1.97 10.6166 9.63672
1.98 10.6199 9.63503
1.99 10.6231 9.63334
2 10.6264 9.63166
2.01 10.6297 9.62997
2.02 10.6329 9.62829
2.03 10.6362 9.62661
2.04 10.6395 9.62493
2.05 10.6428 9.62325
2.06 10.646 9.62157
2.07 10.6493 9.6199
2.08 10.6526 9.61823
2.09 10.6559 9.61655
2.1 10.6591 9.61488
2.11 10.6624 9.61322
2.12 10.6657 9.61155
2.13 10.669 9.60988
2.14 10.6723 9.60822
2.15 10.6756 9.60656
2.16 10.6788 9.6049
2.17 10.6821 9.60324
2.18 10.6854 9.60158
2.19 10.6887 9.59992
2.2 10.692 9.59827
2.21 10.6953 9.59661
2.22 10.6986 9.59496
2.23 10.7019 9.59331
2.24 10.7052 9.59166
2.25 10.7085 9.59002
2.26 10.7118 9.58837
2.27 10.7151 9.58673
2.28 10.7184 9.58509
2.29 10.7217 9.58344
2.3 10.725 9.58181
2.31 10.7283 9.58017
2.32 10.7316 9.57853
2.33 10.7349 9.5769
2.34 10.7383 9.57526
2.35 10.7416 9.57363
2.36 10.7449 9.572
2.37 10.7482 9.57037
2.38 10.7515 9.56875
2.39 10.7548 9.56712
2.4 10.7582 9.5655
2.41 10.7615 9.56388
2.42 10.7648 9.56225
2.43 10.7681 9.56064
2.44 10.7714 9.55902
2.45 10.7748 9.5574
2.46 10.7781 9.55579
2.47 10.7814 9.55417
2.48 10.7848 9.55256
2.49 10.7881 9.55095
2.5 10.7914 9.54934
2.51 10.7948 9.54774
2.52 10.7981 9.54613
2.53 10.8014 9.54453
2.54 10.8048 9.54293
2.55 10.8081 9.54133
2.56 10.8115 9.53973
2.57 10.8148 9.53813
2.58 10.8182 9.53653
2.59 10.8215 9.53494
2.6 10.8248 9.53335
2.61 10.8282 9.53175
2.62 10.8315 9.53017
2.63 10.8349 9.52858
2.64 10.8383 9.52699
2.65 10.8416 9.5254
2.66 10.845 9.52382
2.67 10.8483 9.52224
2.68 10.8517 9.52066
2.69 10.855 9.51908
2.7 10.8584 9.5175
2.71 10.8618 9.51593
2.72 10.8651 9.51435
2.73 10.8685 9.51278
2.74 10.8719 9.51121
2.75 10.8752 9.50964
2.76 10.8786 9.50807
2.77 10.882 9.5065
2.78 10.8853 9.50494
2.79 10.8887 9.50337
2.8 10.8921 9.50181
2.81 10.8955 9.50025
2.82 10.8989 9.49869
2.83 10.9022 9.49714
2.84 10.9056 9.49558
2.85 10.909 9.49402
2.86 10.9124 9.49247
2.87 10.9158 9.49092
2.88 10.9191 9.48937
2.89 10.9225 9.48782
2.9 10.9259 9.48628
2.91 10.9293 9.48473
2.92 10.9327 9.48319
2.93 10.9361 9.48165
2.94 10.9395 9.4801
2.95 10.9429 9.47857
2.96 10.9463 9.47703
2.97 10.9497 9.47549
2.98 10.9531 9.47396
2.99 10.9565 9.47243
3 10.9599 9.47089
3.01 10.9633 9.46936
3.02 10.9667 9.46784
3.03 10.9701 9.46631
3.04 10.9735 9.46478
3.05 10.9769 9.46326
3.06 10.9803 9.46174
3.07 10.9838 9.46022
3.08 10.9872 9.4587
3.09 10.9906 9.45718
3.1 10.994 9.45567
3.11 10.9974 9.45415
3.12 11.0008 9.45264
3.13 11.0043 9.45113
3.14 11.0077 9.44962
3.15 11.0111 9.44811
3.16 11.0145 9.4466
3.17 11.018 9.4451
3.18 11.0214 9.44359
3.19 11.0248 9.44209
3.2 11.0283 9.44059
3.21 11.0317 9.43909
3.22 11.0351 9.43759
3.23 11.0386 9.4361
3.24 11.042 9.4346
3.25 11.0454 9.43311
3.26 11.0489 9.43162
3.27 11.0523 9.43013
3.28 11.0558 9.42864
3.29 11.0592 9.42715
3.3 11.0626 9.42567
3.31 11.0661 9.42418
3.32 11.0695 9.4227
3.33 11.073 9.42122
3.34 11.0764 9.41974
3.35 11.0799 9.41827
3.36 11.0833 9.41679
3.37 11.0868 9.41531
3.38 11.0903 9.41384
3.39 11.0937 9.41237
3.4 11.0972 9.4109
3.41 11.1006 9.40943
3.42 11.1041 9.40797
3.43 11.1076 9.4065
3.44 11.111 9.40504
3.45 11.1145 9.40357
3.46 11.118 9.40211
3.47 11.1214 9.40065
3.48 11.1249 9.3992
3.49 11.1284 9.39774
3.5 11.1318 9.39629
3.51 11.1353 9.39483
3.52 11.1388 9.39338
3.53 11.1423 9.39193
3.54 11.1457 9.39048
3.55 11.1492 9.38904
3.56 11.1527 9.38759
3.57 11.1562 9.38615
3.58 11.1597 9.3847
3.59 11.1632 9.38326
3.6 11.1667 9.38182
3.61 11.1701 9.38039
3.62 11.1736 9.37895
3.63 11.1771 9.37751
3.64 11.1806 9.37608
3.65 11.1841 9.37465
3.66 11.1876 9.37322
3.67 11.1911 9.37179
3.68 11.1946 9.37036
3.69 11.1981 9.36894
3.7 11.2016 9.36751
3.71 11.2051 9.36609
3.72 11.2086 9.36467
3.73 11.2121 9.36325
3.74 11.2156 9.36183
3.75 11.2191 9.36042
3.76 11.2226 9.359
3.77 11.2262 9.35759
3.78 11.2297 9.35618
3.79 11.2332 9.35477
3.8 11.2367 9.35336
3.81 11.2402 9.35195
3.82 11.2437 9.35055
3.83 11.2472 9.34914
3.84 11.2508 9.34774
3.85 11.2543 9.34634
3.86 11.2578 9.34494
3.87 11.2613 9.34354
3.88 11.2649 9.34214
3.89 11.2684 9.34075
3.9 11.2719 9.33935
3.91 11.2755 9.33796
3.92 11.279 9.33657
3.93 11.2825 9.33518
3.94 11.2861 9.3338
3.95 11.2896 9.33241
3.96 11.2931 9.33103
3.97 11.2967 9.32964
3.98 11.3002 9.32826
3.99 11.3038 9.32688
4 11.3073 9.3255
4.01 11.3109 9.32413
4.02 11.3144 9.32275
4.03 11.3179 9.32138
4.04 11.3215 9.32001
4.05 11.325 9.31864
4.06 11.3286 9.31727
4.07 11.3322 9.3159
4.08 11.3357 9.31453
4.09 11.3393 9.31317
4.1 11.3428 9.31181
4.11 11.3464 9.31044
4.12 11.3499 9.30908
4.13 11.3535 9.30773
4.14 11.3571 9.30637
4.15 11.3606 9.30501
4.16 11.3642 9.30366
4.17 11.3678 9.30231
4.18 11.3713 9.30096
4.19 11.3749 9.29961
4.2 11.3785 9.29826
4.21 11.3821 9.29691
4.22 11.3856 9.29557
4.23 11.3892 9.29423
4.24 11.3928 9.29288
4.25 11.3964 9.29154
4.26 11.3999 9.29021
4.27 11.4035 9.28887
4.28 11.4071 9.28753
4.29 11.4107 9.2862
4.3 11.4143 9.28487
4.31 11.4179 9.28354
4.32 11.4215 9.28221
4.33 11.4251 9.28088
4.34 11.4286 9.27955
4.35 11.4322 9.27823
4.36 11.4358 9.2769
4.37 11.4394 9.27558
4.38 11.443 9.27426
4.39 11.4466 9.27294
4.4 11.4502 9.27163
4.41 11.4538 9.27031
4.42 11.4574 9.269
4.43 11.461 9.26768
4.44 11.4647 9.26637
4.45 11.4683 9.26506
4.46 11.4719 9.26375
4.47 11.4755 9.26245
4.48 11.4791 9.26114
4.49 11.4827 9.25984
4.5 11.4863 9.25854
4.51 11.4899 9.25724
4.52 11.4936 9.25594
4.53 11.4972 9.25464
4.54 11.5008 9.25334
4.55 11.5044 9.25205
4.56 11.508 9.25076
4.57 11.5117 9.24947
4.58 11.5153 9.24818
4.59 11.5189 9.24689
4.6 11.5226 9.2456
4.61 11.5262 9.24432
4.62 11.5298 9.24303
4.63 11.5335 9.24175
4.64 11.5371 9.24047
4.65 11.5407 9.23919
4.66 11.5444 9.23791
4.67 11.548 9.23664
4.68 11.5517 9.23536
4.69 11.5553 9.23409
4.7 11.5589 9.23282
4.71 11.5626 9.23155
4.72 11.5662 9.23028
4.73 11.5699 9.22901
4.74 11.5735 9.22774
4.75 11.5772 9.22648
4.76 11.5808 9.22522
4.77 11.5845 9.22396
4.78 11.5881 9.2227
4.79 11.5918 9.22144
4.8 11.5955 9.22018
4.81 11.5991 9.21893
4.82 11.6028 9.21768
4.83 11.6064 9.21642
4.84 11.6101 9.21517
4.85 11.6138 9.21392
4.86 11.6174 9.21268
4.87 11.6211 9.21143
4.88 11.6248 9.21019
4.89 11.6285 9.20894
4.9 11.6321 9.2077
4.91 11.6358 9.20646
4.92 11.6395 9.20523
4.93 11.6432 9.20399
4.94 11.6468 9.20275
4.95 11.6505 9.20152
4.96 11.6542 9.20029
4.97 11.6579 9.19906
4.98 11.6616 9.19783
4.99 11.6653 9.1966
5 11.6689 9.19538
5.01 11.6726 9.19415
5.02 11.6763 9.19293
5.03 11.68 9.19171
5.04 11.6837 9.19049
5.05 11.6874 9.18927
5.06 11.6911 9.18805
5.07 11.6948 9.18684
5.08 11.6985 9.18562
5.09 11.7022 9.18441
5.1 11.7059 9.1832
5.11 11.7096 9.18199
5.12 11.7133 9.18078
5.13 11.717 9.17958
5.14 11.7207 9.17837
5.15 11.7244 9.17717
5.16 11.7281 9.17597
5.17 11.7319 9.17477
5.18 11.7356 9.17357
5.19 11.7393 9.17237
